references;referenced
36490;1536250
1472156;215274
273782;1556219
1354731;449364
882228;1453065
1350866;1047238
559767;330977
1788564;1156348
442490;1067598
1293411;1347185
82554;1349526
1291882;92058
164296;1422719
1772954;686581
1096736;1113407
326638;364042
78484;846391
1814947;153060
1377244;1297928
1796824;243668
240820;137780
1510428;1435983
671169;609973
1122808;1471507
773755;329271
1319706;1396951
614894;1418546
193554;1634958
754613;1815832
916564;759219
1319706;1393918
826519;1297928
1391546;147329
326638;1692996
1661019;1676423
247967;1788602
1635983;826519
1466306;244475
403334;908949
29521;136660
1634958;1361815
932773;885045
162256;33279
955581;161623
497513;92058
1340811;237528
1627074;523061
1692481;1452422
1317116;270373
1253601;1660204
1300418;1521632
430170;1125027
1568722;566695
1264496;988813
563542;313083
1660204;521312
658104;1091
35048;1147305
777721;237040
1570380;408900
199007;695700
1292428;1605552
167889;35048
856447;1538985
671169;190774
1086356;1089315
1446810;1364731
899480;1632907
1444155;469815
297098;1436831
1533899;1352185
649712;1487729
1689283;954827
767593;849475
1399713;1550618
1778470;788572
1330140;1660204
515592;121829
1326468;1373283
289271;309773
598789;1527892
1552663;566695
220776;505558
746710;1435983
900300;1326468
89833;480945
165983;683433
1671437;1696001
1658645;1424008
223055;1269823
1225118;781991
1091367;794766
128236;918237
44505;309696
1200926;1525688
1469167;1553690
1739009;1560863
41593;244475
113796;1329644
1815792;1378886
918870;1506273
537828;1502707
1258373;189951
688835;1469167
1253067;1086356
1709002;357869
1163984;298915
54153;354644
1233378;957618
995020;1664788
418674;833910
1362903;1017447
449952;1549905
254830;1698166
1127822;1165981
1488658;270373
883526;1789024
1366829;184813
1127706;237421
1113293;649712
658766;1666515
292799;1013863
661497;1768292
1245347;1152767
1581016;1494232
155524;1017254
392052;364042
397387;529914
658766;1552205
363116;1240319
1045715;712173
1240311;336781
795791;796041
612191;852449
1524040;217368
345707;886613
672252;905619
422477;117599
774745;120346
758481;891461
591848;65220
957618;140362
1682350;85772
216418;60318
1472067;354644
1815792;1154133
1474627;418632
905619;1657854
1670048;1083924
408374;444267
1563857;1645939
289271;1103124
263297;830421
1203397;832393
1448029;1354731
558092;1333795
1020441;849468
1681560;279698
449952;1606389
1406246;65220
153917;607355
1106904;65230
1457765;1448195
416007;1572317
802377;11895
610275;192638
938741;707638
836707;476394
1424933;918237
849475;198536
1270031;1387396
35878;1576036
320944;465329
1756334;230160
608367;119386
396328;598886
1173719;1569375
1569375;1224884
1368903;670148
37090;136660
623325;537828
188435;40133
414512;49843
480214;1264496
297972;1348457
1032599;1015068
1581292;1716356
445523;357869
597714;1724306
1466209;615364
802377;1453065
149980;1698166
1289923;670472
28916;1396500
1605645;181698
364583;1724306
1275641;1434443
388271;385606
197484;637774
1563857;1127706
1472067;867563
858943;1439875
971366;212088
703774;1114802
943288;720048
594905;582745
1519294;1637245
400899;1071939
1475749;215274
907094;1678501
959509;773669
33279;341636
258555;1448639
344196;819435
37090;731109
1041107;1670048
1566896;1634958
167261;1221507
460272;579573
731271;852620
337358;161623
1363538;1519481
1067598;1145009
349990;473870
1279312;418632
358902;686859
774334;1333795
215274;1017296
816299;1221507
604005;37090
427331;868042
877544;1623823
1624977;732193
1209391;1807063
703774;1550618
482782;1581934
929966;181847
448194;858012
1766746;910438
1564209;822868
636784;1213380
791572;209002
668849;1733407
848072;597714
1510428;1450348
1788892;308747
562589;313083
152807;314725
680940;1147305
313502;363116
1221507;819435
721413;1538262
604005;683433
1692996;1623823
255264;1264496
1018374;1301044
937516;1364731
1250181;1056348
674499;988813
951276;1684067
1369647;686859
660320;760576
1722903;930596
1448639;423593
539049;610275
335544;92058
520826;6522
1693865;1547990
1013871;415342
303506;578238
1253067;314725
858943;1557031
1807063;1606389
967909;848847
340305;705233
1707342;818681
344302;618247
35878;356562
770946;1395493
1013871;1778470
573916;555508
848847;1527892
1619002;523061
570361;197896
414512;954605
274816;1083725
237040;1549602
1363538;1057598
1396951;818681
961605;1588621
1289923;1470373
1699834;1660204
1268277;1348836
1019378;52192
1488658;1537476
900503;1366722
598832;1253601
489504;1699565
852620;956042
1655577;882327
208772;1239202
21805;905619
922595;5781
6762;182605
1552663;490186
229333;282544
245881;1478454
155524;709763
1054770;1363407
73508;364583
44486;933276
1001706;1095886
226082;1667187
358902;88169
935063;1131298
953868;155524
388271;1771662
1200926;128280
317536;273782
1497272;1209436
1603316;1670791
609253;600962
161312;908949
796041;1280519
675534;432350
1676423;1208749
678483;1024814
739243;664311
310749;1771662
1250848;536083
465329;840705
848847;860825
1679128;1549602
1616821;28916
1012444;444267
956042;796041
1203077;293295
1747233;1775011
1197573;610275
1218774;1364731
1478454;298915
701070;1205211
808287;1221507
477134;1549602
539040;75067
450079;912575
554285;313083
617844;475113
1509457;198536
1424008;455583
1602910;189951
1330140;317536
325970;954827
1566896;856777
1040562;1552663
40399;140362
67582;675534
1175750;1429480
1221498;198536
573701;880700
1249622;505558
187573;1032800
111538;773669
582745;1233378
562991;1403037
108390;1792183
1296112;1657854
804384;446831
1310149;155814
515592;1521632
791645;1213380
1237346;184813
408900;1814502
1406868;985898
148875;850732
309476;1766746
1674447;579573
9415;1817027
613737;562977
114370;1344391
1309347;401435
531080;1152767
1472156;1344391
1512767;809930
1283987;1404390
1223409;54153
33279;1571182
649244;907500
1354071;760576
1280042;1418546
1275641;822868
598789;476394
1422719;1027884
581576;297283
630802;1418546
218636;284492
415342;1226208
374795;29521
15901;884621
1557031;1469167
1635677;243668
1163338;1283987
1228939;1301044
1288969;541011
1476190;437115
1292837;1660204
1104569;1376759
1127782;31350
722469;298915
1466209;1001706
603379;364042
1510428;260539
449591;778541
1156348;562991
463804;742838
695700;1673282
802089;372240
1581934;1280519
1102462;432784
1543088;444077
1249622;515036
1594417;1485153
770946;1709002
895989;1426667
94238;1161795
1713131;354571
1304089;1382853
1552804;8373
956042;842405
678483;1113407
1645932;1515215
260539;1568173
1028515;1209391
487783;1404390
152807;357869
1393918;988004
397387;883989
431092;685073
375225;1506273
1708665;1557874
270373;144733
1424008;398591
578238;1349526
1479521;707638
620598;1028584
985898;610751
1393469;1581934
762797;961605
161269;1226599
1395487;1681560
505803;155524
1448802;437115
691667;1546088
345707;52192
69894;1667187
12993;1114802
1516187;1361815
1566896;473070
490200;771098
652234;506156
434796;1010108
388271;988004
816299;846391
621301;579573
1451898;155524
964162;1057598
326638;1287788
17684;193554
822699;29521
1039089;1724306
163357;227494
1114802;1520693
536083;415342
505060;228008
1722903;1681560
654655;330977
1437394;5411
1300333;1630115
886613;344302
1534384;1307349
1147305;1693667
820964;659904
1240311;1649711
505143;503214
71126;1670791
44505;1521632
1466209;933276
954827;959509
1309347;1095886
1032800;474464
87791;1807063
768675;460272
449591;1696001
610698;245206
1506965;1435983
1023596;1460658
456320;1082713
1634188;1681771
1423516;1047238
352759;865609
1110498;1453948
1431138;1517802
1450088;94238
1279312;1327342
295139;1515215
337358;720048
1596311;1614943
633195;1670048
1600357;1667234
1291882;1670791
96560;1623823
773755;1240319
985035;1137975
1096736;1266380
1333158;198536
1246494;1674
1808105;582745
1452876;1604754
544543;891461
192821;444631
405529;121829
1040121;1388
961605;1288969
1071939;837272
95816;1688939
965074;74687
1485153;432350
1227380;1789024
637364;398591
626168;994405
1284694;1103124
1144321;1286905
665341;1565496
1001706;1161795
1057598;188435
1476190;364042
21951;1556219
34988;1186722
258555;164549
951276;1411852
1040121;181847
1034194;771098
392052;244475
1810403;767593
1228726;1739009
1479521;609356
133010;765817
190774;654655
875060;895989
1392181;308747
1769274;1139486
320896;1245134
354571;1277066
1144321;922283
1055523;345137
554285;485597
260539;75756
837272;1609104
503214;1689283
316117;1397698
15901;432350
1608965;787986
1469449;1250181
649502;1716356
90294;1411852
192912;149844
1018374;1223409
1636364;1502707
83404;955143
1549441;520364
415342;1497272
1172845;772349
268983;808474
575280;313239
419665;421533
875626;1039487
1416591;994405
223055;743434
692179;39294
1011709;819435
883526;29332
1003506;1201854
515036;1817027
217802;1634188
34988;363116
747610;1031492
852384;1353487
1655577;72147
506435;748915
1175750;1221507
581576;490200
1448639;274816
658272;765817
1674447;309773
176769;1435983
1547416;1623823
230160;29332
914608;251746
520826;1452876
1672743;770098
789097;1327342
866687;770098
220776;193936
820964;1307349
289271;1689283
255264;1555134
1530371;601150
855327;29521
506156;1645939
155220;1291882
16022;144733
136660;1368903
1560863;614350
1297928;1535012
1709002;1292837
777721;1366722
297283;930596
78484;147329
1537476;1241505
579573;43929
1464495;1776275
854128;5411
1467391;773755
566695;54153
190289;1699565
1699834;95816
1335738;1697743
336255;701070
1036971;1452476
1634958;446831
1105034;1280042
285180;584704
155358;1439875
1224884;56467
451916;147329
791645;1200926
1173719;1557031
1198182;1189345
1736712;1040562
444267;749663
1756334;5411
92058;1118510
1281918;297972
985419;748915
707638;771098
598832;1713610
1638427;755599
1689216;1309347
880416;1623823
955143;1557874
502452;946913
356512;1366435
1235417;1636364
95068;444631
1600357;867361
1703908;937946
65230;24781
961605;1221507
1435009;1420181
496663;986644
15901;686581
1708665;1502707
517575;71126
755599;351505
1363538;707638
1001706;997982
221287;54153
427331;128280
527403;1666719
1537167;337358
1658744;609973
1344525;1307349
972797;1333795
252754;602342
937946;455583
1172845;1255550
1347185;1269501
1126833;506323
1707499;822699
1105034;360435
192821;1527892
1547990;1344391
1358953;1552663
1466209;138209
1078805;1782287
152372;598832
415788;773755
128236;1601417
1586812;1240319
773965;1799546
209002;1289923
11068;1278913
1289430;1681560
1789024;807719
1406868;35878
1147632;959509
715329;1147978
164367;195760
703774;1368903
364042;1431982
284492;1475749
1055406;1485153
258555;608367
336255;148797
1244547;153060
1518885;994405
422477;669531
527403;705233
382143;719168
1536811;119386
681012;21805
1535012;895989
763243;1255550
338585;534850
1535111;905794
229287;1306805
382143;1724306
1698166;1650738
268777;905619
1650738;778541
1214725;773755
1103071;1027884
1781377;361368
848696;506323
760576;1676423
1300333;1027884
1569375;932055
1667187;1738682
774334;649712
1427644;1341035
176264;505292
826519;1201854
1525688;244475
1574828;445523
1365159;719011
1450348;749663
720048;886613
171057;403334
305562;415342
773755;1348457
624282;1221507
1673282;5781
609973;1301044
1477903;612191
712173;1327342
620598;911753
379597;380549
763243;1769274
964162;313083
1177723;533918
379174;652234
637364;1775011
1185599;1634958
265079;1645939
1264496;1103989
1634989;1771662
1474627;668708
679325;849468
359688;1224371
529478;54972
929837;955143
674499;1105034
1510428;607982
748915;29332
1614943;1814502
294944;1079039
1536811;1280042
229287;313239
1539337;1712050
1015068;75756
1488658;177064
1395493;658766
114370;54153
1449437;164434
1156348;1345177
466220;1485153
1118510;1226599
610751;598832
1289430;905794
1015068;1279312
190774;1733407
1660204;140752
722469;1605429
362434;1393918
1147632;493438
764200;821061
1538985;1605552
335544;1670791
387150;378968
1614983;787986
1696001;988455
1408385;1344391
198536;1627759
254830;401435
693747;1462352
1183563;1278913
1581621;234643
1092600;1494232
1249270;1172257
185553;181847
791175;1344391
1194496;309773
1395493;1426774
1137975;128236
1525688;1569375
831355;1595122
1501825;5411
619728;915898
1103124;1362128
571273;1446963
1577540;1115014
407825;1666515
910438;414512
1375381;71126
154746;619728
1703908;344196
1576099;54153
637774;244475
505803;1028584
1131298;626168
1547990;1396500
121590;1448802
233935;215497
423593;618247
1001706;1039487
853273;1674447
1027525;260539
614350;535049
1272897;621425
1248930;757312
1284694;1296338
273782;75756
1002565;760576
444077;1256473
215364;73508
707638;562991
1671437;772349
358902;905794
1039487;849475
1549638;1228726
1392181;237528
73220;398591
140752;86197
1789920;385572
512839;912575
1348457;883989
1225118;1546088
639332;54153
11779;153060
287947;691667
344829;882228
1456321;161269
967909;1380026
739243;66914
114370;1738682
1012494;1525688
1099225;1280519
781991;1595122
1235110;1482794
703774;659904
1452422;501892
1218527;903459
29841;1368903
1178595;1019276
351505;1288969
244475;211926
1431138;1147305
193054;297098
1083924;808474
916140;49843
755721;293295
951276;773755
959509;1519294
320896;988813
1396500;1634958
1653831;260539
320786;649502
1011709;330977
165983;505292
1396500;442490
653893;1769274
1348457;62477
594905;137780
1547990;188435
644890;192638
584305;1469449
166310;1472329
1022019;1768435
518915;574966
1024814;1227021
1452422;1494332
1604202;1306805
1105034;1253601
1614983;842405
1472329;1546718
678483;1366435
584704;911753
1288969;743434
21805;80570
518915;266910
630802;298915
184619;1132703
1645932;314725
877544;800331
681381;649712
733578;1264496
1810899;1549905
1082713;274816
517575;661497
1406079;133010
1269823;1462352
163313;620598
344196;1550618
1627507;1645862
325970;1366435
1045715;850732
80570;1280042
1074314;16160
1272897;418632
527403;456320
695317;1549602
1152767;1396951
29841;1448152
144733;670148
820964;848072
1546852;1549905
875054;155524
248911;761799
159256;1778470
225523;284180
618247;1435009
1084323;1240319
772349;192638
285180;40380
1392181;1634188
1722903;1189345
1048746;1292428
618247;642410
877544;1344391
1452476;1803942
192821;303506
1094945;865632
163357;154746
460272;1521201
234105;1224884
185553;884621
260539;433966
1664829;173821
215100;910438
294944;215274
1581934;1344391
1543088;957618
1692996;998294
35479;816299
1148152;471357
465329;787986
602342;612191
221287;901870
502452;686859
298915;121590
592776;244475
1469167;761799
1815571;961605
1666476;1366722
3787;1658827
988455;1756334
1815571;1048746
866687;1581815
686581;31888
795791;891461
1506917;961605
43287;958059
775502;161623
292320;1341035
846391;289271
1471507;1348836
489690;1781377
1608965;1395487
435147;628729
668708;668849
790450;37090
1513246;710537
777864;664311
1063848;1521201
1747233;1268785
671761;1692996
961884;1410082
1482794;73508
773737;788572
162019;130022
1549638;149844
1448802;1494232
772901;1190613
594905;415342
1632518;679924
41593;1306805
900503;1239507
1032007;230160
52888;437115
193054;1022019
173821;1071405
1756334;1664788
309476;237528
1110498;535179
43929;1114199
24270;421533
971366;626168
113796;1344391
1341035;402724
1286905;1366722
480945;582745
1634989;229287
237421;758850
1639614;133010
1449637;364042
1621029;1257742
997982;770445
407910;796041
