id	title	page_start	page_end	year	citations	conference	keywords
134560	Smart Knowledge Capture for Developing Adaptive Management Systems			2008	0	Americas Conference on Information Systems	['Decision analysis', 'Ontology', 'Architecture', 'Multiple-criteria decision analysis', 'Computer science', 'Knowledge management', 'Spatial decision support system', 'Knowledge capture', 'Adaptive management']
136819	SMLib: A Toolkit for Shared Memory Programming in Heterogeneous Environments.	2055	2058	1999	0	Parallel and Distributed Processing Techniques and Applications	['Shared memory', 'Computer science', 'Parallel computing', 'Data diffusion machine', 'Distributed shared memory', 'Distributed computing']
137780	Toward practical application of formal methods in software lifecycle processes	1	1	2012	0	International Conference on Formal Engineering Methods	['Information system', 'Application lifecycle management', 'Formal language', 'Software engineering', 'Computer science', 'Theoretical computer science', 'Software development process', 'System lifecycle', 'Formal methods']
138209	Global SA&D Approach for New Information Systems Architectures Security	844	849	2006	0	International MultiConference of Engineers and Computer Scientists	['Security convergence', 'Security testing', 'Security through obscurity', 'Computer science', 'Asset (computer security)', 'Computer security', 'Security service', 'Cloud computing security', 'Artificial intelligence', 'Security information and event management', 'Computer security model', 'Machine learning']
138457	Parallel algorithms for deblurring of MR images.	266	269	1998	3	Computers and Their Applications	['Deblurring', 'Computer science', 'Parallel algorithm', 'Parallel computing']
138627	COCA filters: co-occurrence aware bloom filters	313	325	2011	2	String Processing and Information Retrieval	['Bloom filter', 'Data structure', 'Information retrieval', 'Computer science', 'Search engine indexing', 'Co-occurrence', 'Coca', 'Exploit']
140204	Special issue on causal modeling: Preface.			1989	0	Applied Artificial Intelligence	['Data science', 'Causal inference', 'Computer science', 'Artificial intelligence', 'Machine learning', 'Causal model']
140240	AVRATAR: A virtual environment for puppet animation.	14	19	2007	0	Software Engineering and Data Engineering	['Movie theater', 'Motion capture', 'Virtual machine', 'Unified Modeling Language', 'Computer science', 'Software', 'Human–computer interaction', 'Animation', 'Computer animation', 'Database', 'Realism']
140362	Constructing a Corpus-based Ontology Using Model Bias.	327	332	2006	17	The Florida AI Research Society	['Ontology (information science)', 'Ontology', 'Information retrieval', 'Computer science', 'Bootstrapping', 'Text corpus', 'Natural language processing', 'Artificial intelligence', 'Predicate (grammar)', 'Lexical acquisition']
140752	INTEGRATING AGENTS INTO COOPERATIVE INTELLIGENT DECISION SUPPORT SYSTEMS	440	446	2007	0	International Conference on Enterprise Information Systems	['Intelligent decision', 'Intelligent decision support system', 'Computer science', 'Support system', 'Decision support system', 'Knowledge management', 'Agent architecture', 'R-CAST']
143119	INDOOR NAVIGATION USING APPROXIMATE POSITIONS	168	171	2009	4	International Conference on Wireless Information Networks and Systems	['Computer science', 'Real-time computing', 'Global Positioning System', 'Distributed computing']
147329	Generating Situated Assisting Utterances to Facilitate Tactile-Map Understanding: A Prototype System	56	65	2012	3	North American Chapter of the Association for Computational Linguistics	['Situated', 'Experimental data', 'Computer science', 'Conceptualization', 'Artificial intelligence', 'Spatial language', 'Natural language processing', 'Tactile map']
148797	On the entropy on the Lukasiewicz square.	330	333	2005	3	European Society for Fuzzy Logic and Technology Conference	['Pure mathematics', 'Unit square', 'Entropy (information theory)', 'Dynamical system', 'Mathematics']
148875	SPIN Query Tools for De-identified Research on a Humongous Database	515	519	2005	15	American Medical Informatics Association Annual Symposium	['Data set', 'Shared Pathology Informatics Network', 'Information retrieval', 'Computer science', 'Databases as Topic', 'Patient care', 'Database', 'Medical diagnosis', 'Federated Architecture']
149844	AST Pre-Processing For The Sliding Window Method Using Genetic Algorithms.			2003	1	The International Journal of Computers, Systems and Signal	['Sliding window protocol', 'Computer science', 'Modular arithmetic', 'Operand', 'Arithmetic', 'Multiplication', 'Modular design', 'Exponentiation', 'Addition chain', 'Modular exponentiation']
149980	UNT: A Supervised Synergistic Approach to Semantic Text Similarity	635	642	2012	25	Joint Conference on Lexical and Computational Semantics	['Semantic similarity', 'Training set', 'SemEval', 'Ranking', 'Computer science', 'Artificial intelligence', 'Machine learning']
2431	Transaction processing using J2EE application: Performance with tens of millions of users.	105	114	2006	0	Int. CMG Conference	['Transaction processing', 'Computer science', 'Online transaction processing', 'Extreme Transaction Processing', 'Database', 'Transaction processing system']
3015	Development of Remote Monitoring and Control Device for 50KW PV System Based on the Wireless Network	102	109	2011	0	International Conference on Grid and Distributed Computing	['Wireless network', 'Wireless', 'Remote monitoring and control', 'Renewable energy', 'Smart grid', 'Computer science', 'Distribution system', 'Installation', 'Real-time computing', 'Photovoltaic system']
3787	Reasonig about Set-Oriented Methods in Object Databases.	343	358	1998	0	SEBD	['Deep-sky object', 'Database model', 'Computer science', 'Database schema', 'Database design', 'Object-based spatial database', 'Database']
6154	Utility Maximizing Networks.	344	357	2008	2	IKE	['Mathematical optimization', 'Computer science']
6615	Exponential Family of Level Dependent Choquet Integral Based Class-Conditional Probability Functions	477	484	2013	2	AGOP	['Applied mathematics', 'Normal distribution', 'Conditional probability', 'Mathematical analysis', 'Exponential family', 'Mahalanobis distance', 'Multivariate normal distribution', 'Choquet integral', 'Mathematics']
10889	Simulation of a vision steering system for road vehicles	1247	1252	1995	0	EUROSIM	['Steering system', 'Simulation', 'Control engineering', 'Engineering']
11779	Relational Abstract Interpretation of Higher Order Functional Programs (extended abstract)	33	36	1991	4	JTASPEFT/WSA	['Discrete mathematics', 'Algebra', 'Functional programming', 'Abstract interpretation', 'Combinatorial explosion', 'Mathematics']
15335	Link-time compaction of MIPS programs	70	75	2004	2	Internation Conference on Embedded Systems and Applications/International Conference on VLSI	['Architecture', 'Code size', 'Computer science', 'Control flow', 'Parallel computing', 'Embedded applications', 'Compiler', 'Link time', 'Compaction', 'Data flow diagram']
17684	Word pairs in language modeling for information retrieval	686	705	2004	18	RIAO '04 Coupling approaches, coupling media and coupling languages for information retrieval	['Adjacency list', 'Divergence-from-randomness model', 'Computer science', 'Bigram', 'Natural language processing', 'Artificial intelligence', 'Term Discrimination', 'Vector space model', 'Language model', 'Word order', 'Information retrieval', 'Speech recognition', 'Constructed language']
18993	An operational semantics for CSO	250	252	1980	1	Logic of Programs and Their Applications, Proceedings	['Operational semantics', 'Programming language', 'Computer science']
19779	Sensor-Data-Driven Knowledge Creation Model: A Model and Empirical Test	127	137	2014	0	KMO	['Social relation', 'Sensor node', 'Data-driven', 'Wearable computer', 'Computer science', 'Human–computer interaction', 'Knowledge creation', 'Cognition', 'Tacit knowledge', 'Empirical research']
26038	Model-Driven Strategic Awareness: From a Unified Business Strategy Meta-Model (UBSMM) to Enterprise Architecture	255	269	2012	9	Enterprise, Business-Process and Information Systems Modeling : 13th International Conference, BPMDS 2012, 17th International Conference, EMMSAD 2012, and 5th EuroSymposium. Proceedings	['Enterprise architecture', 'Solution architecture', 'Knowledge management', 'NIST Enterprise Architecture Model', 'Engineering', 'Enterprise integration', 'Enterprise architecture framework', 'Enterprise life cycle', 'Business architecture', 'Enterprise architecture management']
28916	Modellierung des Datenverkehrs von WWW-Clienten.	63	73	1999	0	MMB	[]
31350	Rekonfiguration komplexer industrieller Produkte mittels constraint-logischer Programmierung.	43	54	2000	0	WLP	[]
31888	A Study of the Postgraduate Project Process in a School of Computing.	112	117	2004	1	CATE	['Medical education', 'Project management process', 'Engineering']
33279	New York Subcommitee.			1971	0	FDT - Bulletin of ACM SIGFIDET	[]
35479	Methodology for Development and Objective Comparison of Architectures for Networked RFID	125	132	2008	0	LDIC	['Engineering drawing', 'Computer science', 'Open Systems Interconnection', 'Implementation', 'Interconnection', 'RDF', 'Distributed computing']
35878	Parallel e-CCC-Biclustering: Mining Approximate Temporal Patterns in Gene Expression Time Series Using Parallel Biclustering	21	31	2012	1	PACBB	['Pattern recognition', 'Brute-force search', 'Functional programming', 'Computer science', 'Parallel algorithm', 'Gene expression', 'Synthetic data', 'Test case', 'Artificial intelligence', 'Bioinformatics', 'Biclustering', 'Sequential algorithm']
36490	Breast Cancer Identification Based on Thermal Analysis and a Clustering and Selection Classification Ensemble	256	265	2013	7	BHI 2013 Proceedings of the International Conference on Brain and Health Informatics - Volume 8211	['Feature vector', 'Pattern recognition', 'Breast cancer', 'Delegate', 'Decision support system', 'Artificial intelligence', 'Engineering', 'Cluster analysis', 'Classifier (linguistics)', 'Machine learning']
40449	Software Workbench for Movement Estimation based on Optical Flow Computation.	517	522	2001	1	VIIP	['Workbench', 'Engineering drawing', 'Computer science', 'Software', 'Optical flow computation']
40845	Online discussion boards - friend or foe?	477	484	2002	22	ASCILITE	['Computer science', 'Discussion board', 'Multimedia', 'Online discussion']
41674	Imparting Digital Memory Content Through Game Form.	9	14	2009	0	Intelligent Environments (Workshops)	['Computer science', 'Multimedia']
